Dependent,,,,,,,,Independent,,,,,,,
Corrected,,,,Naïve,,,,Corrected,,,,Naïve,,,
beta0,beta1,beta2,beta3,beta0,beta1,beta2,beta3,beta0,beta1,beta2,beta3,beta0,beta1,beta2,beta3
-0.276801691,-0.258790911,-0.243752213,-0.234098976,-0.177006933,-0.205625125,-0.210620652,-0.43293246,-0.273869488,-0.242166938,-0.231578513,-0.240467199,-0.258735182,-0.200383127,-0.199032564,-0.267936093
-0.243844506,-0.256384933,-0.253349006,-0.253700156,-0.216427579,-0.206561455,-0.193209704,-0.390816356,-0.233557328,-0.241493114,-0.250255021,-0.274324098,-0.313323991,-0.200584079,-0.191732982,-0.197822627
-0.241665595,-0.245491913,-0.25187797,-0.281558576,-0.170652069,-0.197410996,-0.206563788,-0.426317602,-0.244832603,-0.243429458,-0.250661048,-0.275685248,-0.272572203,-0.192427517,-0.201337264,-0.226831053
-0.233371417,-0.25712841,-0.238695574,-0.266018301,-0.133453767,-0.196137967,-0.186215361,-0.498315636,-0.237652245,-0.270753306,-0.264700094,-0.255489784,-0.251801198,-0.201614504,-0.213493903,-0.264975321
-0.290199552,-0.270769756,-0.264689752,-0.171675009,-0.116541897,-0.198362503,-0.200963106,-0.490496287,-0.257820721,-0.271171258,-0.264376397,-0.239182378,-0.223855383,-0.208429409,-0.211061017,-0.283241492
-0.257294281,-0.251623215,-0.238725114,-0.262418075,-0.174484915,-0.199874715,-0.204412338,-0.442830994,-0.267856296,-0.231621235,-0.24155533,-0.242124216,-0.267110376,-0.192866107,-0.198627365,-0.258514137
-0.226327753,-0.234364715,-0.258709628,-0.281476489,-0.147197407,-0.197063544,-0.198659242,-0.493487747,-0.233823765,-0.246584457,-0.247418146,-0.267715983,-0.252850346,-0.191477904,-0.194490224,-0.284908279
-0.263104847,-0.260074834,-0.250390119,-0.245938602,-0.193222772,-0.204496094,-0.189361072,-0.439023927,-0.253485398,-0.272643281,-0.222376951,-0.260636748,-0.301771434,-0.204559941,-0.199558677,-0.223642026
-0.223022877,-0.243548315,-0.248005398,-0.285907521,-0.145640652,-0.202354914,-0.191591216,-0.461582829,-0.231353964,-0.238350631,-0.254113052,-0.268959793,-0.249975794,-0.202907762,-0.200016268,-0.252521987
-0.259222031,-0.261217204,-0.238829203,-0.250698606,-0.150319982,-0.196220238,-0.191023549,-0.495343901,-0.259269116,-0.260696212,-0.248921436,-0.250577546,-0.253823083,-0.196581787,-0.185673252,-0.284693003
-0.237987715,-0.249771567,-0.274734023,-0.237428266,-0.15195975,-0.20508157,-0.213441955,-0.422831385,-0.212180759,-0.248960385,-0.259297576,-0.289856917,-0.233721882,-0.202396924,-0.195824276,-0.262061324
-0.208041984,-0.23812682,-0.230841866,-0.308986098,-0.177219737,-0.202964713,-0.190195249,-0.436416091,-0.240257887,-0.252792472,-0.252020453,-0.245106192,-0.285729039,-0.213569366,-0.20416921,-0.224157032
-0.318921347,-0.256141997,-0.262781223,-0.175777971,-0.176676474,-0.203130671,-0.211809382,-0.42948016,-0.299765706,-0.252253451,-0.263602066,-0.214058388,-0.260259839,-0.193140808,-0.200673051,-0.253617953
-0.249568705,-0.243611363,-0.251619114,-0.264260891,-0.176036729,-0.197372123,-0.201579104,-0.40964447,-0.252666346,-0.227196442,-0.236092464,-0.25788618,-0.277856412,-0.185731391,-0.201689164,-0.199715457
-0.26916894,-0.261292678,-0.255461594,-0.17099043,-0.177781722,-0.21218171,-0.202213455,-0.420948603,-0.25264752,-0.268542777,-0.245034422,-0.204098742,-0.26291036,-0.211001107,-0.199429852,-0.252906925
-0.24211755,-0.249079314,-0.241142342,-0.258323059,-0.154700626,-0.201780654,-0.190142747,-0.438101789,-0.252031344,-0.253746406,-0.244927423,-0.238880783,-0.259142326,-0.190550962,-0.202157006,-0.224985343
-0.205261193,-0.228337164,-0.254823434,-0.301182296,-0.182308933,-0.203597801,-0.198858282,-0.423130839,-0.222073185,-0.259086267,-0.266312356,-0.267053982,-0.275545576,-0.199210229,-0.198568605,-0.236600924
-0.268044788,-0.260094312,-0.260775295,-0.195457622,-0.17899594,-0.216427868,-0.20992659,-0.398244581,-0.245951484,-0.248755877,-0.233726967,-0.23944499,-0.251353496,-0.197444789,-0.211871505,-0.253952826
-0.212758326,-0.246817075,-0.229398852,-0.312963515,-0.179633283,-0.211276413,-0.206026535,-0.447078908,-0.237479808,-0.2435969,-0.240398711,-0.266210268,-0.26576446,-0.202917022,-0.207824776,-0.277308138
-0.228639553,-0.251806886,-0.238213375,-0.265009238,-0.146375199,-0.206647334,-0.192386208,-0.470802634,-0.237316841,-0.267693683,-0.225584789,-0.245673721,-0.252928197,-0.20114793,-0.204340875,-0.260810946
-0.241267989,-0.261295598,-0.225907408,-0.29802192,-0.152639853,-0.201195529,-0.201639793,-0.471002675,-0.254047055,-0.250458741,-0.250551438,-0.273278593,-0.247607833,-0.193084738,-0.204475166,-0.278911967
-0.25457599,-0.275399493,-0.239923109,-0.228227613,-0.192802626,-0.198255435,-0.202493215,-0.42181612,-0.236805294,-0.249062255,-0.250260656,-0.264418872,-0.291173428,-0.197981479,-0.190837632,-0.230199709
-0.282355717,-0.261176188,-0.268966849,-0.197579063,-0.137452901,-0.194999923,-0.194484577,-0.505520955,-0.250596768,-0.242832394,-0.264722698,-0.258076111,-0.248186609,-0.202753477,-0.194840827,-0.286533832
-0.263997139,-0.261569315,-0.244349595,-0.222345436,-0.158100177,-0.195775748,-0.197581017,-0.461670747,-0.256441974,-0.236402203,-0.239097917,-0.236261371,-0.267787341,-0.20252921,-0.1995814,-0.245165852
-0.230337518,-0.259128434,-0.232221612,-0.271394174,-0.14183163,-0.181887796,-0.187787852,-0.496928063,-0.237922648,-0.263874189,-0.241698929,-0.255531733,-0.269334904,-0.186110355,-0.190668063,-0.242032898
-0.257401622,-0.254019547,-0.238457187,-0.231354129,-0.130144817,-0.205118629,-0.183436178,-0.485412911,-0.265159624,-0.247062642,-0.255576882,-0.215880174,-0.252518719,-0.187373845,-0.198245281,-0.255305481
-0.279280663,-0.262126555,-0.240491056,-0.22429281,-0.153088467,-0.19105497,-0.20238742,-0.466114153,-0.277190432,-0.245100599,-0.239744314,-0.229453375,-0.259511377,-0.20508448,-0.202568031,-0.254362426
-0.276459367,-0.253936959,-0.255625535,-0.240611953,-0.180309674,-0.208807623,-0.203149863,-0.419742429,-0.267012786,-0.254979829,-0.226428807,-0.257917161,-0.263373822,-0.198214569,-0.191185968,-0.244651004
-0.211912997,-0.240271614,-0.247147138,-0.313288936,-0.178398269,-0.196383953,-0.214439327,-0.391898397,-0.222673003,-0.263191649,-0.263354665,-0.290078264,-0.264819771,-0.196715007,-0.201503292,-0.212383992
-0.245014036,-0.251951856,-0.247719755,-0.242859705,-0.141816508,-0.184980212,-0.211377553,-0.47404353,-0.245415671,-0.252303907,-0.246665989,-0.24212722,-0.24828162,-0.173944165,-0.207416539,-0.263094866
-0.22176994,-0.23644007,-0.238748022,-0.303300077,-0.189949727,-0.197604654,-0.202812539,-0.41612908,-0.248534614,-0.268203563,-0.231526113,-0.252593834,-0.289200676,-0.204427564,-0.191849254,-0.219655484
-0.260552428,-0.246541161,-0.257676804,-0.230289078,-0.169520363,-0.201836829,-0.199131102,-0.436865511,-0.256753967,-0.260681891,-0.254820569,-0.23821998,-0.274258925,-0.211138879,-0.215608262,-0.236198582
-0.275134843,-0.261299721,-0.254024124,-0.205883353,-0.169411573,-0.201640283,-0.212266549,-0.438525699,-0.261028104,-0.254936534,-0.255986093,-0.235226644,-0.256136058,-0.178431568,-0.184164478,-0.255049402
-0.25349545,-0.266644797,-0.256344375,-0.206703724,-0.139105171,-0.212758055,-0.187541941,-0.464781558,-0.230698558,-0.249959284,-0.250370406,-0.252986722,-0.237645799,-0.203533006,-0.192615547,-0.263041228
-0.241996535,-0.253639702,-0.248305203,-0.258921049,-0.182021001,-0.197241928,-0.203629427,-0.438069442,-0.239782509,-0.238242702,-0.252144048,-0.263698224,-0.288471245,-0.203144066,-0.211915281,-0.237998484
-0.251387677,-0.260005001,-0.255765558,-0.224040012,-0.169269027,-0.189764799,-0.210720856,-0.423299311,-0.235181724,-0.261228762,-0.27396294,-0.256971143,-0.26634047,-0.194838718,-0.189909659,-0.229148717
-0.241149023,-0.250263024,-0.252334419,-0.236893121,-0.187852378,-0.208859902,-0.195070763,-0.411651017,-0.238810516,-0.242751137,-0.243872625,-0.241528284,-0.278059936,-0.196531774,-0.191925324,-0.222407547
-0.292566329,-0.273965122,-0.261808509,-0.153703858,-0.151942161,-0.185263887,-0.197833162,-0.470178232,-0.257902857,-0.246355074,-0.253032726,-0.226812442,-0.270518636,-0.211432384,-0.19902031,-0.232191303
-0.229006413,-0.230484507,-0.257865577,-0.314599684,-0.153127284,-0.197225536,-0.204963115,-0.474455234,-0.240455713,-0.255789351,-0.265239306,-0.291996757,-0.252477474,-0.195804103,-0.202988342,-0.273456026
-0.258979818,-0.255625971,-0.250660002,-0.229109496,-0.195024884,-0.200326252,-0.209440997,-0.398102359,-0.252830337,-0.254879319,-0.256766926,-0.241682874,-0.285703138,-0.186817422,-0.202155066,-0.221807228
-0.223731013,-0.247832817,-0.218613722,-0.29605547,-0.152540337,-0.206598644,-0.189495672,-0.462130668,-0.258405214,-0.263164811,-0.254176511,-0.225542817,-0.256923718,-0.192480485,-0.22336607,-0.253616812
-0.195112986,-0.243455067,-0.227981037,-0.343692859,-0.147700213,-0.20052913,-0.199270172,-0.469202057,-0.223167944,-0.249776531,-0.234638432,-0.286391378,-0.252595334,-0.211928671,-0.186559699,-0.263407007
-0.272341427,-0.25369266,-0.236022181,-0.237898042,-0.169904657,-0.204277096,-0.190255704,-0.43360562,-0.282579859,-0.266924043,-0.237964826,-0.21752015,-0.27562727,-0.217276714,-0.179746132,-0.219169008
-0.265359271,-0.262929442,-0.253210449,-0.222343198,-0.151890494,-0.201803759,-0.187510973,-0.469352974,-0.249488967,-0.247396241,-0.250153271,-0.254085443,-0.268806525,-0.203948497,-0.200010793,-0.24242949
-0.223303927,-0.241663377,-0.259870518,-0.273801841,-0.142432054,-0.189856702,-0.178464922,-0.500200152,-0.22020643,-0.26055882,-0.280734366,-0.277400606,-0.282703364,-0.186844006,-0.171655525,-0.221607891
-0.269021092,-0.257563169,-0.248164574,-0.242349874,-0.149282924,-0.200167028,-0.194195691,-0.491107646,-0.263683569,-0.269306528,-0.251635577,-0.253747129,-0.253183277,-0.19636199,-0.205969343,-0.288923018
-0.234193261,-0.247316515,-0.24978082,-0.275099047,-0.184805805,-0.194124781,-0.195200486,-0.447369827,-0.237007055,-0.250008166,-0.246675733,-0.269449464,-0.297965472,-0.19153211,-0.194070773,-0.219466727
-0.259349484,-0.271150702,-0.248166311,-0.199179686,-0.165465122,-0.203193604,-0.20031841,-0.444415924,-0.24000635,-0.250806668,-0.238988567,-0.238329245,-0.263638975,-0.202369174,-0.201382976,-0.251882373
-0.267083727,-0.269518225,-0.253840505,-0.230884283,-0.14245663,-0.195259814,-0.2013719,-0.440319071,-0.244951576,-0.247764158,-0.247711495,-0.276850537,-0.249271643,-0.19956574,-0.210427827,-0.234730485
-0.252335127,-0.245984148,-0.253568474,-0.251514091,-0.150481411,-0.202061199,-0.18532713,-0.453194238,-0.251752483,-0.242067417,-0.264921431,-0.252258694,-0.269955439,-0.212091225,-0.200205228,-0.218930063
-0.195203112,-0.241139336,-0.232650003,-0.319283527,-0.182543755,-0.219057195,-0.196423258,-0.434700619,-0.221274619,-0.257739785,-0.252355445,-0.267766267,-0.257819387,-0.196638173,-0.199045863,-0.27349898
-0.235837128,-0.236230141,-0.246052132,-0.290338896,-0.185964238,-0.207692566,-0.216048494,-0.41433872,-0.253293745,-0.236625614,-0.251108554,-0.254471984,-0.258431296,-0.198272911,-0.203819462,-0.260084115
-0.252033601,-0.266700568,-0.252122112,-0.241616951,-0.158315847,-0.202860328,-0.188550773,-0.461865959,-0.231812792,-0.26643972,-0.240259956,-0.281006197,-0.268101695,-0.203500262,-0.206002926,-0.251157712
-0.297024564,-0.284459208,-0.249758829,-0.180809329,-0.142545895,-0.190005983,-0.189144294,-0.473339128,-0.263984235,-0.2615168,-0.26266624,-0.247963462,-0.263222805,-0.202915465,-0.193872271,-0.241710659
-0.279090496,-0.265449419,-0.243997285,-0.221610861,-0.178865749,-0.196438347,-0.20950137,-0.440053064,-0.269287006,-0.264617713,-0.263223422,-0.240662481,-0.269995097,-0.196570048,-0.211780601,-0.253951652
-0.255038136,-0.262872909,-0.253609762,-0.229599841,-0.142796252,-0.188415118,-0.200244504,-0.480978266,-0.239443342,-0.248410436,-0.254354182,-0.260841973,-0.251971529,-0.198705208,-0.212914251,-0.264845157
-0.272853869,-0.262147505,-0.266848911,-0.205285904,-0.173282571,-0.196753202,-0.206216664,-0.474022607,-0.24540336,-0.239600496,-0.25502706,-0.260971582,-0.261742494,-0.193704106,-0.201300466,-0.28825284
-0.268657354,-0.259037501,-0.263873355,-0.213028605,-0.176735995,-0.201957366,-0.206733972,-0.418044729,-0.245595931,-0.253516838,-0.261923229,-0.260132315,-0.271574536,-0.21256324,-0.20012708,-0.233100421
-0.247631737,-0.249183853,-0.246228238,-0.26101929,-0.129612308,-0.184705575,-0.181601971,-0.542251053,-0.252602926,-0.263222466,-0.253471861,-0.250998647,-0.267572173,-0.193124228,-0.191507035,-0.272775838
-0.249290488,-0.23999855,-0.249651912,-0.249231256,-0.135404131,-0.189003829,-0.184215809,-0.479891321,-0.259602737,-0.247331,-0.236750247,-0.22869625,-0.256712867,-0.188831004,-0.189687393,-0.229662123
-0.286029397,-0.261665461,-0.262058118,-0.176021958,-0.167523528,-0.189162925,-0.210187498,-0.470258066,-0.262709002,-0.264186139,-0.264357314,-0.222754408,-0.273669259,-0.189092134,-0.199662973,-0.260640864
-0.258316742,-0.255946552,-0.251215676,-0.254976385,-0.177122187,-0.197158473,-0.20778732,-0.441907088,-0.250406176,-0.254817573,-0.238831414,-0.269590593,-0.26982009,-0.199195879,-0.199445421,-0.250762135
-0.2470962,-0.238005878,-0.237920625,-0.28335501,-0.155365094,-0.201397126,-0.20400224,-0.429515423,-0.270614146,-0.243383282,-0.232896721,-0.23590221,-0.25106364,-0.212411835,-0.211102415,-0.243459406
-0.241855319,-0.237748646,-0.243156983,-0.25848232,-0.160639518,-0.194417422,-0.203457909,-0.478101851,-0.261615001,-0.265162614,-0.235165994,-0.219198514,-0.265589592,-0.199343703,-0.192266875,-0.27432677
-0.270050444,-0.248618395,-0.261923947,-0.227350134,-0.173324609,-0.193310375,-0.204633964,-0.433220169,-0.259955093,-0.251552806,-0.236511914,-0.248780487,-0.273607117,-0.199162465,-0.208271385,-0.237707583
-0.257768126,-0.26393563,-0.250763195,-0.242655384,-0.177401501,-0.203761734,-0.197539625,-0.45819485,-0.242961661,-0.236883454,-0.251961337,-0.270974195,-0.274233359,-0.202420485,-0.199583698,-0.264610937
-0.232713777,-0.256390397,-0.253324133,-0.254911284,-0.168984918,-0.210236595,-0.195430507,-0.42637225,-0.223716012,-0.23625355,-0.251402666,-0.273174366,-0.25601096,-0.200873672,-0.194872972,-0.248891992
-0.265663126,-0.266436761,-0.24220025,-0.239394938,-0.163882287,-0.202396643,-0.196449487,-0.450716565,-0.256073358,-0.237271668,-0.230715482,-0.258401175,-0.259387969,-0.183537044,-0.191196881,-0.250237502
-0.246641189,-0.257169967,-0.240035662,-0.267815795,-0.15404106,-0.202382013,-0.187126992,-0.495868086,-0.248917832,-0.237827795,-0.262442454,-0.261937755,-0.266223766,-0.209023946,-0.200337466,-0.27010099
-0.286528083,-0.265803211,-0.262021777,-0.172536715,-0.179392703,-0.209262138,-0.201681229,-0.417331246,-0.259544203,-0.263445631,-0.250143553,-0.227798756,-0.26783302,-0.203032544,-0.197314474,-0.239412949
-0.258059126,-0.264340757,-0.260519062,-0.220525585,-0.112981176,-0.190294598,-0.181325517,-0.521392536,-0.23181268,-0.234136071,-0.246142258,-0.270873564,-0.236548784,-0.185833602,-0.187382954,-0.265470638
-0.267156818,-0.23987239,-0.24992349,-0.275172965,-0.164478639,-0.199639842,-0.196669602,-0.44853312,-0.277334653,-0.248959465,-0.240659307,-0.254445734,-0.271545057,-0.212531023,-0.211564373,-0.24277988
-0.272757079,-0.261182474,-0.254844981,-0.204922322,-0.202170696,-0.208973542,-0.212658431,-0.382668978,-0.248779072,-0.262541627,-0.260839571,-0.248921537,-0.277134651,-0.204931984,-0.205658648,-0.231018646
-0.284933158,-0.25672111,-0.251831581,-0.210692255,-0.142918676,-0.192022219,-0.202601395,-0.481633523,-0.276443089,-0.253647119,-0.25511846,-0.227106461,-0.249562624,-0.201272702,-0.217391229,-0.270221763
-0.23997183,-0.249945616,-0.256073056,-0.265029523,-0.162223517,-0.17583057,-0.214690462,-0.478562575,-0.234505573,-0.251739074,-0.247046711,-0.276934212,-0.276030186,-0.191920991,-0.209891055,-0.253980212
-0.247327612,-0.245533254,-0.252778523,-0.254559776,-0.155729256,-0.181222653,-0.213189785,-0.47470384,-0.248664613,-0.258187917,-0.275838276,-0.252073704,-0.262152495,-0.186071501,-0.199515546,-0.264078339
-0.278187933,-0.26306407,-0.253034534,-0.22442738,-0.112867859,-0.185655192,-0.191055067,-0.539080081,-0.262110906,-0.270819995,-0.249624058,-0.256743832,-0.237097087,-0.213294892,-0.187933742,-0.29212268
-0.238530054,-0.235309107,-0.24822892,-0.272959048,-0.189957037,-0.199369457,-0.189501786,-0.426452612,-0.254508594,-0.238196941,-0.257429041,-0.240333848,-0.29666638,-0.203094222,-0.184056726,-0.211694566
-0.238453239,-0.231402884,-0.245699704,-0.287395684,-0.154527648,-0.197028762,-0.2053041,-0.449055671,-0.261114017,-0.247528127,-0.228625121,-0.240930957,-0.248149284,-0.209630951,-0.208395495,-0.260326626
-0.266086644,-0.254440371,-0.252791522,-0.216959674,-0.142562173,-0.199935742,-0.196600975,-0.442609476,-0.259112247,-0.24572062,-0.242108362,-0.230766743,-0.239578399,-0.197181783,-0.174579118,-0.237650052
-0.270173624,-0.258225067,-0.238574303,-0.228032021,-0.165577147,-0.191337082,-0.197080228,-0.462014278,-0.273468886,-0.259750252,-0.242318305,-0.221392746,-0.278116973,-0.197459659,-0.207675047,-0.237334633
-0.252723923,-0.249424969,-0.26115905,-0.220890597,-0.119897408,-0.175928358,-0.197593252,-0.530438767,-0.241711577,-0.236269437,-0.239055519,-0.241544988,-0.25405505,-0.188595529,-0.197544091,-0.263586095
-0.252461704,-0.243672328,-0.260506102,-0.248520027,-0.152709261,-0.194307548,-0.205210916,-0.463309579,-0.248186057,-0.251281468,-0.243097472,-0.257984036,-0.254869659,-0.198575048,-0.200867835,-0.262614744
-0.211272687,-0.232585023,-0.219837709,-0.355009499,-0.169711256,-0.196368389,-0.203268532,-0.467565628,-0.259949552,-0.251103661,-0.236080809,-0.261287939,-0.261754563,-0.19566042,-0.197757893,-0.276248563
-0.226269304,-0.247784685,-0.232974875,-0.305757568,-0.14076764,-0.194914194,-0.200766381,-0.457769794,-0.245086517,-0.256135484,-0.24640952,-0.267303027,-0.247210293,-0.209400335,-0.196042546,-0.246215741
-0.281879967,-0.268874952,-0.275372188,-0.166645203,-0.14364175,-0.197143394,-0.207607944,-0.472887226,-0.238452811,-0.263086872,-0.259270261,-0.252228309,-0.241247219,-0.191703662,-0.186387772,-0.278893321
-0.256893593,-0.261819964,-0.251570661,-0.215939342,-0.191562333,-0.211308373,-0.20110511,-0.400563701,-0.243360451,-0.253361644,-0.267307437,-0.242431745,-0.280416284,-0.195539252,-0.190497702,-0.226964076
-0.283387809,-0.249937806,-0.268661421,-0.182049336,-0.18579574,-0.219120172,-0.201125672,-0.421906698,-0.265146852,-0.242102918,-0.240178827,-0.221302639,-0.263374887,-0.194662762,-0.199691361,-0.262597298
-0.230373866,-0.240341214,-0.242346824,-0.279812078,-0.151117983,-0.207479472,-0.189508137,-0.504074825,-0.247317093,-0.235880743,-0.258105095,-0.244278504,-0.254961766,-0.225591715,-0.20271315,-0.303451488
-0.246246723,-0.254930507,-0.250761497,-0.236862235,-0.157546837,-0.190542301,-0.199860178,-0.48390461,-0.240574846,-0.25198329,-0.261050735,-0.248611004,-0.269121319,-0.203817326,-0.205001504,-0.267347021
-0.244371446,-0.239035228,-0.247607308,-0.298637263,-0.161502691,-0.211099366,-0.204452483,-0.450069477,-0.257287126,-0.244437837,-0.256907306,-0.273509717,-0.235897872,-0.185252668,-0.179661727,-0.288567714
-0.261321472,-0.248943159,-0.245596109,-0.275438001,-0.113010577,-0.198090105,-0.187897354,-0.517348578,-0.266851848,-0.257259128,-0.258993666,-0.26386252,-0.225836505,-0.187260383,-0.20554934,-0.291471313
-0.249512144,-0.246972386,-0.268473165,-0.22863393,-0.148651053,-0.202891606,-0.197595264,-0.455231595,-0.233426008,-0.250212384,-0.239712562,-0.259342018,-0.247689386,-0.202694312,-0.203564308,-0.254127625
-0.255874934,-0.25878317,-0.23773703,-0.242666805,-0.18875377,-0.192949594,-0.196964667,-0.446890779,-0.260231846,-0.260206892,-0.265461281,-0.235489375,-0.29955169,-0.188301022,-0.190580489,-0.215860097
-0.255981819,-0.259351155,-0.241307461,-0.247094759,-0.174148087,-0.203868154,-0.19262578,-0.467166514,-0.256836061,-0.246733481,-0.254245626,-0.249051267,-0.272970337,-0.197997908,-0.192891151,-0.265544177
-0.235467861,-0.228429629,-0.240093106,-0.306480784,-0.178408663,-0.204933445,-0.199069029,-0.435508878,-0.268103692,-0.231456547,-0.240640484,-0.24220234,-0.269772718,-0.197621289,-0.218862597,-0.245449222
-0.263018999,-0.256052996,-0.244379511,-0.252899448,-0.176638179,-0.192152495,-0.218594204,-0.406745849,-0.261252466,-0.262067816,-0.227334128,-0.25572878,-0.255410949,-0.195857005,-0.195787696,-0.240008042
-0.266680213,-0.251800796,-0.268109438,-0.215077896,-0.152788771,-0.19857291,-0.197387127,-0.483793468,-0.248565208,-0.240536107,-0.248847437,-0.252061659,-0.266661749,-0.178895152,-0.206574902,-0.261815327
-0.229560753,-0.232725719,-0.245072404,-0.29942418,-0.158826166,-0.212669912,-0.202217316,-0.443471039,-0.250883727,-0.273211037,-0.236967293,-0.257130962,-0.245365856,-0.200232373,-0.204182187,-0.272382737
-0.248802843,-0.245372166,-0.251127953,-0.263737763,-0.173084821,-0.194414345,-0.206861315,-0.45074984,-0.252083385,-0.251403152,-0.231778363,-0.257992145,-0.271760108,-0.196217487,-0.19531396,-0.252310217
-0.265975597,-0.256620604,-0.264604922,-0.209347566,-0.157159596,-0.195054846,-0.194241795,-0.469211918,-0.244597145,-0.267972706,-0.25522169,-0.253416721,-0.269691967,-0.20149096,-0.190331157,-0.23733874
-0.242478248,-0.235897331,-0.255056531,-0.26384059,-0.189178404,-0.198403527,-0.215945187,-0.406715423,-0.251138142,-0.244394863,-0.241160678,-0.247306244,-0.270902493,-0.193566969,-0.202278138,-0.238318487
-0.261685926,-0.259363813,-0.257812392,-0.194549563,-0.124890151,-0.193622392,-0.191604981,-0.528677731,-0.242180513,-0.281933153,-0.233927209,-0.230067734,-0.240618287,-0.204697376,-0.187439796,-0.301389179
-0.254500776,-0.246281443,-0.257357003,-0.249607503,-0.177457698,-0.201517648,-0.199692644,-0.453182762,-0.251791427,-0.249048481,-0.243449624,-0.256541423,-0.280265437,-0.203678285,-0.202031371,-0.249565687
-0.211504974,-0.242208518,-0.243908942,-0.323690098,-0.156386084,-0.193663342,-0.205191334,-0.420868067,-0.225354629,-0.244919238,-0.243044724,-0.295976875,-0.253368551,-0.201982087,-0.21619842,-0.228777331
-0.27573394,-0.249064203,-0.244732688,-0.241537969,-0.158902949,-0.185559463,-0.212640646,-0.466457856,-0.280962286,-0.237671836,-0.248537692,-0.229912123,-0.262051936,-0.194010855,-0.197982988,-0.264386551
-0.259850016,-0.230658343,-0.274392803,-0.244253082,-0.181131614,-0.199626745,-0.203305871,-0.433730149,-0.255824334,-0.264880836,-0.267820727,-0.25271439,-0.277733915,-0.19643913,-0.211176313,-0.237635721
-0.227111104,-0.256093974,-0.242527958,-0.252692788,-0.14448406,-0.184455009,-0.207680312,-0.475603471,-0.228825941,-0.26964002,-0.254335084,-0.248610405,-0.257096325,-0.202860124,-0.196718256,-0.249725551
-0.230237007,-0.226081494,-0.248849695,-0.299918508,-0.135176259,-0.19042187,-0.197288185,-0.473961068,-0.256008871,-0.252244679,-0.232282483,-0.249190021,-0.242843457,-0.199493263,-0.18839832,-0.256627437
-0.233607039,-0.251718537,-0.242164231,-0.245473536,-0.165553999,-0.205802896,-0.19678476,-0.446083614,-0.239865834,-0.250023426,-0.266775862,-0.232349014,-0.259312332,-0.191520822,-0.206718356,-0.257651577
-0.251156968,-0.266113549,-0.234850105,-0.279703285,-0.176530637,-0.205503897,-0.19990888,-0.463227849,-0.248353318,-0.239546635,-0.238621295,-0.280707212,-0.272808863,-0.194721212,-0.203548739,-0.265163562
-0.235903365,-0.242495133,-0.235801771,-0.282553244,-0.173219316,-0.205756477,-0.192280011,-0.423628588,-0.258660725,-0.249106265,-0.248587706,-0.238028443,-0.267565712,-0.20682558,-0.197432853,-0.230439682
-0.263509544,-0.256637066,-0.250033381,-0.229905795,-0.154980549,-0.211536005,-0.192344973,-0.457900547,-0.256407664,-0.2530429,-0.255061003,-0.243445324,-0.249649646,-0.193985142,-0.185327033,-0.265670774
-0.258418027,-0.255702824,-0.246605361,-0.246931045,-0.169143121,-0.213814484,-0.196199588,-0.455075118,-0.254561799,-0.246636368,-0.232013067,-0.252601461,-0.257935324,-0.204554176,-0.196640124,-0.277944621
-0.273302893,-0.236690617,-0.252843109,-0.25938442,-0.147010067,-0.197074316,-0.202689756,-0.467092637,-0.28262826,-0.234334908,-0.231264853,-0.238854643,-0.248350341,-0.187857117,-0.21112179,-0.261203718
-0.252689926,-0.265094978,-0.241282515,-0.236877492,-0.151954926,-0.194856525,-0.192229079,-0.45295559,-0.246952489,-0.261195141,-0.264931231,-0.248795664,-0.260436479,-0.199645569,-0.184331734,-0.228930319
-0.241275067,-0.240072344,-0.244794746,-0.276802876,-0.194653259,-0.207243581,-0.210880973,-0.384363187,-0.255386899,-0.265343913,-0.238654274,-0.247695271,-0.275534836,-0.202645211,-0.198200008,-0.221674397
-0.27149106,-0.271148162,-0.247398399,-0.225228008,-0.171344288,-0.188036356,-0.204717818,-0.449065007,-0.252195098,-0.265987302,-0.231988675,-0.263013605,-0.278213318,-0.197900513,-0.191505276,-0.238334296
-0.274827124,-0.247497041,-0.265546909,-0.195270392,-0.158429452,-0.205122544,-0.197697261,-0.446879567,-0.262891746,-0.260950148,-0.24732599,-0.221243787,-0.255943286,-0.205183021,-0.206524684,-0.261245661
-0.274509406,-0.259098994,-0.253214895,-0.219618468,-0.147506793,-0.187270844,-0.184892191,-0.497209613,-0.261918473,-0.258204342,-0.246205957,-0.24514714,-0.280670144,-0.212186022,-0.213335204,-0.23837976
-0.257931337,-0.241587362,-0.243214545,-0.267706569,-0.160272607,-0.204319358,-0.194106071,-0.470061824,-0.273639765,-0.238389266,-0.264378059,-0.236491352,-0.261022522,-0.198720743,-0.20209467,-0.268247639
-0.237491658,-0.231162271,-0.245659106,-0.297585835,-0.119845036,-0.194269562,-0.198737124,-0.508583683,-0.259177098,-0.245299544,-0.240476705,-0.252110872,-0.218557122,-0.192262327,-0.201342225,-0.301787638
-0.217030792,-0.234115544,-0.226932097,-0.365566364,-0.135884257,-0.179599564,-0.204557415,-0.507412702,-0.258028377,-0.256887543,-0.248939023,-0.285853398,-0.250911804,-0.198432947,-0.190576272,-0.277775888
