Dependent,,,,,,,,Independent,,,,,,,
Corrected,,,,Naive,,,,Corrected,,,,Naive,,,
beta0,beta1,beta2,beta3,beta0,beta1,beta2,beta3,beta0,beta1,beta2,beta3,beta0,beta1,beta2,beta3
-0.259706718,-0.250252188,-0.274952739,-0.217519037,-0.147419382,-0.20925984,-0.178554337,-0.436179767,-0.206403108,-0.195020473,-0.212175023,-0.271661611,-0.254308493,-0.197205511,-0.151511847,-0.234869385
-0.221608465,-0.262639072,-0.211425181,-0.299602829,-0.240749499,-0.228086789,-0.229628558,-0.288588433,-0.24703383,-0.21116292,-0.243592662,-0.244155717,-0.277189534,-0.224023146,-0.18783195,-0.212781126
-0.244310824,-0.242087311,-0.242817506,-0.227502604,-0.15538617,-0.191157557,-0.199069578,-0.402772046,-0.247344298,-0.225576765,-0.225091463,-0.226890183,-0.261723285,-0.220158894,-0.184973521,-0.209859135
-0.210373342,-0.230198693,-0.262005298,-0.244613395,-0.147653274,-0.211300913,-0.174659024,-0.451769811,-0.205424374,-0.27869586,-0.189165296,-0.243311523,-0.26509399,-0.202412088,-0.170132955,-0.23242011
-0.262333219,-0.264560626,-0.258680553,-0.166706989,-0.050627841,-0.170082399,-0.19433723,-0.567811554,-0.244667559,-0.287912082,-0.260398631,-0.238195054,-0.170620982,-0.152875333,-0.212761533,-0.315018941
-0.188282357,-0.229410195,-0.247624284,-0.340426117,-0.131943432,-0.194845952,-0.198058636,-0.43889701,-0.208354434,-0.274206265,-0.249225411,-0.307507119,-0.24561029,-0.225346165,-0.193079296,-0.218009094
-0.183520894,-0.220698705,-0.228094656,-0.27967079,-0.153504823,-0.202318817,-0.203189544,-0.441449582,-0.235241787,-0.254454293,-0.243597405,-0.196303818,-0.245591967,-0.174097908,-0.181634678,-0.248678485
-0.319216767,-0.311096822,-0.261437782,-0.211924715,-0.171644775,-0.228896003,-0.194232815,-0.402009165,-0.241191233,-0.257195835,-0.278947846,-0.326976751,-0.255544474,-0.237507937,-0.199072897,-0.247454259
-0.194220844,-0.227782354,-0.218979194,-0.369354207,-0.173718924,-0.201769148,-0.228744259,-0.330863732,-0.261737346,-0.267121211,-0.274784179,-0.257460225,-0.233330398,-0.188126482,-0.191547969,-0.228617188
-0.230428098,-0.237406198,-0.254232718,-0.262614687,-0.170473234,-0.232727436,-0.230880126,-0.390258225,-0.226276524,-0.261215935,-0.235978472,-0.269662648,-0.185730458,-0.204962346,-0.217416341,-0.340614511
-0.274569236,-0.249960507,-0.294219964,-0.259806111,-0.125545856,-0.195171394,-0.190511438,-0.454841543,-0.224753338,-0.234197724,-0.314599676,-0.323556333,-0.235559382,-0.22362698,-0.171348423,-0.256492079
-0.207599288,-0.228482055,-0.24946937,-0.227612205,-0.11750406,-0.183300141,-0.193938977,-0.426232883,-0.232906722,-0.258158708,-0.274754805,-0.223771717,-0.232204989,-0.183224177,-0.184531953,-0.200988113
-0.232434345,-0.218954092,-0.248767675,-0.241948589,-0.02245578,-0.155266366,-0.201789979,-0.617204935,-0.267346665,-0.252848891,-0.222533805,-0.199257805,-0.14231816,-0.17441985,-0.19448163,-0.355553523
-0.251447599,-0.267770386,-0.241912755,-0.206031819,-0.114170533,-0.208565965,-0.202061964,-0.488776602,-0.237255939,-0.262762993,-0.233799657,-0.244481127,-0.200200961,-0.219969363,-0.176470801,-0.310144425
-0.271711356,-0.240013156,-0.260213057,-0.202798973,-0.242743897,-0.203881803,-0.251357352,-0.2872748,-0.267499435,-0.195169452,-0.208763031,-0.203460139,-0.29309733,-0.231645366,-0.165975276,-0.196354715
-0.178361321,-0.209697337,-0.229536814,-0.363557042,-0.213768982,-0.199899604,-0.220535865,-0.36053522,-0.232417391,-0.201653634,-0.227896165,-0.235913906,-0.309470303,-0.183564075,-0.192257716,-0.180199018
-0.230333257,-0.248411909,-0.271103636,-0.258948172,-0.12922637,-0.208025204,-0.184707636,-0.476653771,-0.198314292,-0.266000998,-0.242193459,-0.281678905,-0.226571452,-0.190148497,-0.209866174,-0.290233591
-0.276505841,-0.283502872,-0.230694847,-0.208393939,-0.175783109,-0.200132022,-0.196674768,-0.356523908,-0.25798483,-0.236472067,-0.273969223,-0.245335942,-0.288512422,-0.216860652,-0.205339409,-0.162809864
-0.252293188,-0.255874664,-0.248603478,-0.168096988,-0.081722237,-0.176798424,-0.209499166,-0.487466002,-0.24744682,-0.197156031,-0.3049563,-0.20731346,-0.181335236,-0.200154328,-0.193378054,-0.285562286
-0.311422842,-0.261795046,-0.274107358,-0.174247426,-0.155667229,-0.20218856,-0.1988847,-0.459919011,-0.288405666,-0.268054457,-0.25328493,-0.23646532,-0.254993702,-0.202198179,-0.214147842,-0.273321773
-0.205405304,-0.22571811,-0.259000705,-0.261387627,-0.173843862,-0.216945398,-0.219012236,-0.311419755,-0.217575927,-0.231492891,-0.260458809,-0.244590392,-0.2377073,-0.231513216,-0.23506296,-0.21555426
-0.229710488,-0.258104498,-0.191983228,-0.315810658,-0.185210938,-0.206709527,-0.190642646,-0.484460812,-0.297244349,-0.23689915,-0.239981993,-0.200292072,-0.302716645,-0.200747432,-0.202246261,-0.243607518
-0.334271839,-0.287213821,-0.279609172,-0.124093428,-0.133940632,-0.189787299,-0.213438864,-0.453297619,-0.263666782,-0.237760614,-0.24174112,-0.254709152,-0.223696739,-0.170366149,-0.203917006,-0.262206149
-0.150568338,-0.220386843,-0.238889779,-0.359193545,-0.09852548,-0.190592143,-0.164815889,-0.532403006,-0.167323276,-0.222446507,-0.208066021,-0.306780366,-0.24285124,-0.223360106,-0.164992211,-0.255368358
-0.240936759,-0.246903682,-0.23988964,-0.242209177,-0.074383039,-0.17890172,-0.183683196,-0.586804118,-0.265047763,-0.301099123,-0.25973866,-0.241616156,-0.206269596,-0.225096654,-0.170797212,-0.330778863
-0.232930416,-0.225976036,-0.270047051,-0.396067821,-0.073242879,-0.166505912,-0.183328918,-0.507978853,-0.223836998,-0.207424257,-0.239401398,-0.339531856,-0.218747534,-0.189115378,-0.194838173,-0.233307469
-0.175640789,-0.225254396,-0.224949776,-0.38197141,-0.16848592,-0.184122054,-0.223014725,-0.484970911,-0.228446153,-0.217458442,-0.282027947,-0.286619656,-0.253765617,-0.215194145,-0.179700292,-0.288521252
-0.287979317,-0.269453305,-0.24361213,-0.199681377,-0.083685674,-0.170218901,-0.201017108,-0.538472387,-0.279549234,-0.25098082,-0.201805916,-0.237262042,-0.194386883,-0.179883576,-0.195266856,-0.309877161
-0.265749659,-0.280508231,-0.239240928,-0.236456342,-0.086668834,-0.16218106,-0.179004165,-0.588597211,-0.260173487,-0.265586909,-0.293408617,-0.253582361,-0.243563459,-0.202692921,-0.148436615,-0.265550523
-0.316526403,-0.263282592,-0.284242714,-0.11696063,-0.081290453,-0.17454512,-0.182898241,-0.447616475,-0.260283723,-0.262687725,-0.240408101,-0.225201062,-0.208026094,-0.202888556,-0.192922258,-0.217233466
-0.211133948,-0.214603352,-0.262399099,-0.383183753,-0.150187846,-0.198074399,-0.206688772,-0.417230662,-0.246045324,-0.222055868,-0.305388246,-0.31204556,-0.249628022,-0.196126918,-0.182973309,-0.233725886
-0.227641346,-0.238313743,-0.266427674,-0.178585423,-0.169912862,-0.199887216,-0.205664545,-0.402490774,-0.223076583,-0.258378428,-0.230414696,-0.192560078,-0.259828988,-0.215618293,-0.183838751,-0.215057711
-0.242041777,-0.220118597,-0.25194657,-0.281002515,-0.099643281,-0.174570315,-0.207798707,-0.444328284,-0.285030295,-0.240282884,-0.277072703,-0.214854183,-0.206368905,-0.201762159,-0.21678384,-0.252291148
-0.229979254,-0.248993609,-0.221763123,-0.312290527,-0.210435478,-0.203514524,-0.227174316,-0.314780121,-0.264735366,-0.253767366,-0.213895025,-0.230106816,-0.279763353,-0.188198109,-0.197795845,-0.180034914
-0.243023193,-0.224191152,-0.251924422,-0.334184593,-0.152009238,-0.197040017,-0.194691444,-0.428336299,-0.279450923,-0.227323987,-0.288532026,-0.248911886,-0.260021303,-0.188829722,-0.184786763,-0.235306019
-0.309823004,-0.253617747,-0.281088231,-0.218581437,-0.165454956,-0.230656663,-0.204422189,-0.425482997,-0.289977376,-0.224988541,-0.281583045,-0.231460874,-0.216242002,-0.208045782,-0.214274333,-0.319082389
-0.300831371,-0.285724551,-0.275449908,-0.192687961,-0.229563259,-0.192936535,-0.243019602,-0.331515447,-0.244905536,-0.280249867,-0.252731028,-0.293063489,-0.301688226,-0.231116073,-0.203558344,-0.202278427
-0.230351148,-0.19512668,-0.291292812,-0.271691803,-0.175350258,-0.214870442,-0.195883189,-0.430689407,-0.237858159,-0.240331938,-0.271135617,-0.256125473,-0.26037914,-0.206289421,-0.173464655,-0.250654327
-0.189365221,-0.241654472,-0.220081751,-0.262174966,-0.080769454,-0.162963975,-0.197575386,-0.555000154,-0.244080143,-0.274784659,-0.307706204,-0.202460505,-0.206913056,-0.195903557,-0.207036612,-0.285961459
-0.291306788,-0.273604709,-0.248695032,-0.181205271,-0.092343134,-0.191548344,-0.166608083,-0.623435459,-0.264342918,-0.226107413,-0.245877481,-0.229352407,-0.233408483,-0.217011347,-0.194701725,-0.323584833
-0.252304507,-0.25545434,-0.241406945,-0.287272086,-0.200963034,-0.24371228,-0.183180473,-0.35757925,-0.252018513,-0.240693067,-0.238627265,-0.262182439,-0.284928531,-0.255699185,-0.171513825,-0.215477706
-0.318906616,-0.28273124,-0.260327536,-0.150539988,-0.102291421,-0.202193173,-0.192172719,-0.475466527,-0.280159696,-0.220313464,-0.283175215,-0.206219638,-0.195961781,-0.184277915,-0.212459874,-0.289813162
-0.159359667,-0.212207477,-0.238101141,-0.345344596,-0.15066153,-0.200123632,-0.216534908,-0.406140288,-0.201366741,-0.2148322,-0.226791483,-0.25974308,-0.223533957,-0.187946193,-0.164946075,-0.255076307
-0.158673745,-0.222659452,-0.216174527,-0.45375633,-0.100912513,-0.196661061,-0.15374917,-0.502067807,-0.223228761,-0.257220079,-0.246060166,-0.323288175,-0.270983905,-0.238084502,-0.227589491,-0.198276879
-0.241846307,-0.214822502,-0.237907476,-0.379337573,-0.162805946,-0.177246189,-0.20805283,-0.456761459,-0.306700424,-0.246126229,-0.282695752,-0.250366339,-0.285437631,-0.204292686,-0.228676759,-0.229622124
-0.295602391,-0.222770227,-0.295779667,-0.179149493,-0.095228409,-0.201948716,-0.193324158,-0.452587638,-0.292663055,-0.26316169,-0.247037594,-0.188942734,-0.191871776,-0.19405765,-0.169840938,-0.275965839
-0.275147185,-0.245901811,-0.272283536,-0.3039495,-0.155965198,-0.216853296,-0.186737149,-0.495812146,-0.262301691,-0.254452773,-0.244968949,-0.288198846,-0.263412322,-0.206560643,-0.23092656,-0.286719999
-0.294564285,-0.252180941,-0.28715717,-0.227191947,-0.108646204,-0.166747257,-0.228498547,-0.496032883,-0.243162423,-0.217877115,-0.239881184,-0.270873051,-0.205848317,-0.208521736,-0.212647516,-0.280118078
-0.119951239,-0.201725929,-0.209004418,-0.507543732,-0.150751424,-0.217607246,-0.207408672,-0.469989174,-0.21875246,-0.27677956,-0.259609612,-0.319858671,-0.21771007,-0.190079162,-0.189934128,-0.317106528
-0.281044421,-0.274275804,-0.249751755,-0.186085662,-0.168136399,-0.208408561,-0.204451467,-0.388022381,-0.245342103,-0.204202002,-0.229947559,-0.231534755,-0.257976548,-0.21310899,-0.198808053,-0.223978701
-0.248685023,-0.234341824,-0.27736452,-0.282128132,-0.061801906,-0.196735497,-0.175573453,-0.593341273,-0.229685946,-0.249337949,-0.230674182,-0.273978512,-0.176939182,-0.217739345,-0.183772662,-0.362757552
-0.339697558,-0.273846007,-0.311930053,-0.071732724,-0.129902204,-0.173718433,-0.215342021,-0.439501983,-0.246873258,-0.265053914,-0.247165976,-0.250946888,-0.22711117,-0.211510814,-0.150135192,-0.255737117
-0.370041585,-0.260076074,-0.3079992,-0.111334341,-0.14281775,-0.190679474,-0.207382083,-0.409380986,-0.306303093,-0.241619495,-0.297238074,-0.223268222,-0.245640411,-0.173320311,-0.235709685,-0.234187824
-0.150872495,-0.201163823,-0.252917803,-0.406100487,-0.093540053,-0.178111546,-0.192636072,-0.567757711,-0.178838011,-0.203971375,-0.218120434,-0.32537076,-0.209929136,-0.148724543,-0.225677789,-0.323397131
-0.260742426,-0.251924894,-0.248556018,-0.278074038,-0.173686543,-0.212957027,-0.231609924,-0.369293944,-0.26318545,-0.256700492,-0.251700804,-0.259679576,-0.216406955,-0.203185309,-0.188013387,-0.270374386
-0.271229145,-0.264473491,-0.217621697,-0.233577372,-0.168626754,-0.201617214,-0.227323637,-0.420835797,-0.284313188,-0.234022789,-0.195925047,-0.223166688,-0.234087538,-0.217580956,-0.215638827,-0.290935411
-0.221814734,-0.245590664,-0.237602353,-0.268936904,-0.195209871,-0.227337775,-0.204624553,-0.305105638,-0.229601765,-0.205588097,-0.248307954,-0.250205177,-0.260087348,-0.223559431,-0.182015491,-0.191978492
-0.287820968,-0.252823048,-0.270457413,-0.187327502,-0.120754151,-0.210805489,-0.19378067,-0.469577761,-0.280324557,-0.265094024,-0.257778511,-0.222195334,-0.212690087,-0.226329858,-0.212890443,-0.297052411
-0.212226826,-0.204691832,-0.237574352,-0.380494598,-0.125859589,-0.181997961,-0.206948598,-0.42849539,-0.282287748,-0.237835828,-0.270954825,-0.255636586,-0.226752295,-0.189697806,-0.192186766,-0.245771909
-0.212685162,-0.222232247,-0.255538887,-0.229143578,-0.165199589,-0.20074877,-0.195873319,-0.525439175,-0.247057457,-0.25317275,-0.260551865,-0.187444964,-0.273930279,-0.194060573,-0.177706635,-0.298137677
-0.227537747,-0.24608411,-0.253417416,-0.269484506,-0.126771247,-0.180478614,-0.223611936,-0.485533267,-0.244671664,-0.282868129,-0.27673827,-0.256961462,-0.219173648,-0.169575516,-0.222215638,-0.310372852
-0.384534211,-0.258169598,-0.315862468,-0.084778632,-0.147622163,-0.171452648,-0.212914342,-0.405051656,-0.330496577,-0.259503837,-0.261640746,-0.174889969,-0.256861663,-0.195864657,-0.203031117,-0.202153101
-0.291109697,-0.2746545,-0.263617065,-0.181437576,-0.128957542,-0.186521226,-0.189280325,-0.458113474,-0.252492671,-0.269530706,-0.260712628,-0.259260292,-0.254780424,-0.204826373,-0.194563525,-0.215009537
-0.28462176,-0.254098628,-0.272558889,-0.176051159,-0.162832234,-0.190649612,-0.226262847,-0.404387708,-0.254323195,-0.241197975,-0.295317509,-0.244755228,-0.238789461,-0.209779463,-0.18570174,-0.260745243
-0.178215014,-0.204159722,-0.251086683,-0.290680069,-0.201747107,-0.209998153,-0.222394809,-0.413591854,-0.221076891,-0.243169343,-0.216173808,-0.204623884,-0.277162036,-0.203327593,-0.233850109,-0.268437803
-0.138266231,-0.180261638,-0.253548022,-0.389693329,-0.098971296,-0.205412459,-0.174496219,-0.48774044,-0.192562849,-0.215667875,-0.197125832,-0.281028577,-0.20187662,-0.193920345,-0.174692684,-0.272547859
-0.24441065,-0.243503818,-0.237990637,-0.353158522,-0.167372972,-0.215762503,-0.199092299,-0.424591258,-0.26187014,-0.257838068,-0.245715238,-0.297158597,-0.249827231,-0.1986066,-0.168317943,-0.248313004
-0.209429998,-0.249582565,-0.213907493,-0.291164017,-0.14365484,-0.205823547,-0.2002963,-0.334805935,-0.244940193,-0.278110197,-0.228781883,-0.22339279,-0.225808741,-0.213214786,-0.177426115,-0.177434288
-0.266858401,-0.235288615,-0.282880692,-0.182871956,-0.089576615,-0.184705143,-0.187211197,-0.508788819,-0.271753707,-0.244076928,-0.267502946,-0.230495251,-0.213198064,-0.149825955,-0.209478901,-0.281450172
-0.232486214,-0.233007982,-0.258083073,-0.223523594,-0.21813006,-0.22290254,-0.2238449,-0.262243533,-0.234672153,-0.23513034,-0.254171181,-0.222478676,-0.275352676,-0.193508581,-0.220614382,-0.167799094
-0.246703167,-0.279801854,-0.240800942,-0.330786035,-0.198183824,-0.211094027,-0.223674166,-0.462195195,-0.22071417,-0.250674192,-0.276383654,-0.346524617,-0.259508604,-0.210281843,-0.220539396,-0.313584185
-0.206162709,-0.23302053,-0.262898574,-0.290033318,-0.122574855,-0.210041207,-0.177878997,-0.409657652,-0.199080517,-0.235654091,-0.244796639,-0.303692994,-0.236634821,-0.228642684,-0.18934214,-0.216610505
-0.260329849,-0.235013698,-0.248816906,-0.193341151,-0.138315064,-0.218066423,-0.178328603,-0.424524857,-0.283022044,-0.234490497,-0.272809671,-0.191122922,-0.246929542,-0.226648568,-0.200072587,-0.226117079
-0.258563826,-0.258385397,-0.260833637,-0.197416805,-0.156249379,-0.201397064,-0.189948984,-0.477931187,-0.232934096,-0.285127496,-0.246216905,-0.259604085,-0.269499253,-0.189513534,-0.182547468,-0.252758492
-0.323770037,-0.30131331,-0.277949276,-0.188591457,-0.107864936,-0.216580425,-0.194523163,-0.403598152,-0.233176583,-0.245099718,-0.296874963,-0.314604158,-0.181973533,-0.205572192,-0.206747157,-0.264566129
-0.20186827,-0.258472783,-0.200227405,-0.271265158,-0.102538988,-0.202792014,-0.198602164,-0.539877519,-0.244139797,-0.250772023,-0.25976652,-0.226787184,-0.177294874,-0.209183443,-0.175155058,-0.35905916
-0.252164029,-0.247312973,-0.259489472,-0.230743363,-0.118013378,-0.201919585,-0.194484635,-0.374367937,-0.254304124,-0.279890763,-0.237746515,-0.230568513,-0.210229307,-0.189211153,-0.209094035,-0.220012683
-0.30260081,-0.249496647,-0.256285741,-0.242913658,-0.148934291,-0.199533544,-0.222757304,-0.439172734,-0.318388012,-0.271335866,-0.257585711,-0.224006884,-0.24433518,-0.187863476,-0.212787282,-0.30150478
-0.187641719,-0.195745125,-0.251738239,-0.33939638,-0.218946615,-0.211935921,-0.241487284,-0.372009959,-0.251241124,-0.265924467,-0.303255249,-0.244556552,-0.276070691,-0.244960514,-0.225203265,-0.239232536
-0.283866451,-0.236331461,-0.28630749,-0.216562788,-0.14960846,-0.184778694,-0.218648854,-0.342823164,-0.266725966,-0.289868662,-0.244623004,-0.247403414,-0.239947298,-0.188425585,-0.204929267,-0.192907331
-0.177711981,-0.215294456,-0.221866058,-0.382359526,-0.101964782,-0.188839041,-0.17842687,-0.492326644,-0.227516062,-0.219198678,-0.234499759,-0.273372215,-0.232240732,-0.191352511,-0.195648961,-0.244493686
-0.295042155,-0.258421392,-0.245795056,-0.233766179,-0.215503984,-0.205291353,-0.219681592,-0.393892078,-0.312848109,-0.309668057,-0.244253633,-0.210118549,-0.291370764,-0.203375231,-0.227640727,-0.231916785
-0.231294396,-0.286482636,-0.230414388,-0.176084548,-0.144090415,-0.196818605,-0.219895552,-0.475115702,-0.206786554,-0.243038126,-0.269298669,-0.233544085,-0.212530004,-0.161499535,-0.174525374,-0.304265312
-0.182771919,-0.228314212,-0.220285028,-0.307941724,-0.053242839,-0.161643832,-0.179789435,-0.6065984,-0.252539818,-0.260200306,-0.25701189,-0.208019215,-0.197681843,-0.17413991,-0.197128575,-0.298988743
-0.219408065,-0.259012469,-0.253728595,-0.260031539,-0.146257492,-0.205876029,-0.188138565,-0.415852409,-0.200548144,-0.250150581,-0.273095584,-0.289453839,-0.250173162,-0.196136386,-0.15572355,-0.21749734
-0.346089407,-0.286588405,-0.257023122,-0.102613335,-0.123993471,-0.230155393,-0.18411905,-0.410406905,-0.312209458,-0.28570987,-0.269361329,-0.169443301,-0.1984567,-0.212961586,-0.185807854,-0.274949788
-0.286258445,-0.260538398,-0.271502176,-0.190266595,-0.161798951,-0.235221869,-0.181770562,-0.400734251,-0.235733262,-0.237051493,-0.218965069,-0.272568273,-0.23946107,-0.211292461,-0.177705455,-0.227988452
-0.190169583,-0.224952488,-0.240297322,-0.279669975,-0.235897913,-0.222583988,-0.215238826,-0.295004879,-0.218615975,-0.210081103,-0.25145367,-0.230531302,-0.299123067,-0.171012599,-0.216178318,-0.19150793
-0.311760879,-0.28484242,-0.277721298,-0.208607643,-0.104262404,-0.210043567,-0.213133784,-0.504422596,-0.254970458,-0.263951089,-0.240662226,-0.277336868,-0.164584468,-0.186077148,-0.254017299,-0.368939505
-0.252679311,-0.262454059,-0.258148293,-0.212411096,-0.166231389,-0.193759584,-0.188076534,-0.48319714,-0.227348578,-0.207165073,-0.303812598,-0.256015675,-0.280608529,-0.175642714,-0.17395649,-0.22120022
-0.263645311,-0.267426293,-0.270210555,-0.248991282,-0.230202267,-0.214270479,-0.221695818,-0.461337875,-0.215145476,-0.223010671,-0.259746669,-0.299617658,-0.313490962,-0.214853343,-0.276578704,-0.283095716
-0.204059476,-0.231401883,-0.267960068,-0.324266747,-0.151987898,-0.219526963,-0.214538627,-0.423128317,-0.190632056,-0.250380163,-0.276116355,-0.332505263,-0.204089472,-0.184489796,-0.188032872,-0.292123009
-0.288387277,-0.277166849,-0.245877152,-0.262538471,-0.229417499,-0.227976103,-0.215433298,-0.308554978,-0.290355029,-0.323990354,-0.261505294,-0.278583166,-0.297177841,-0.228091228,-0.207033782,-0.202872666
-0.263106486,-0.260607983,-0.248977123,-0.228547165,-0.143912464,-0.210042016,-0.185227993,-0.408931715,-0.25979184,-0.237940605,-0.265652716,-0.237041503,-0.249566198,-0.185479462,-0.177795374,-0.225830551
-0.315761012,-0.260784283,-0.289613847,-0.127475281,-0.160159138,-0.203915581,-0.194914308,-0.359965159,-0.25789805,-0.222309169,-0.29894229,-0.250745232,-0.254175685,-0.199822161,-0.191198806,-0.188530113
-0.238485438,-0.247573095,-0.252607255,-0.208635964,-0.206023432,-0.229472938,-0.199683791,-0.400844683,-0.223606562,-0.217916056,-0.21905187,-0.2308411,-0.275077136,-0.160305651,-0.200794487,-0.262740845
-0.24563155,-0.245243894,-0.238772078,-0.270288266,-0.153634425,-0.210188307,-0.17602251,-0.396940643,-0.268692377,-0.236921629,-0.237218611,-0.220907957,-0.278613006,-0.210622167,-0.219181906,-0.181465753
-0.190024057,-0.224019084,-0.234028366,-0.397618642,-0.108388199,-0.203641903,-0.185740747,-0.501425776,-0.230478379,-0.228266136,-0.235803875,-0.291653089,-0.216430367,-0.213064596,-0.214295713,-0.28948323
-0.219398326,-0.240925003,-0.248872602,-0.31350213,-0.102241123,-0.170959753,-0.197987846,-0.47755916,-0.232810067,-0.274591712,-0.261692704,-0.278177191,-0.233186304,-0.212105719,-0.20253666,-0.229451702
-0.291504933,-0.270429991,-0.242115488,-0.222877397,-0.147473066,-0.197579976,-0.208785242,-0.333498545,-0.298083459,-0.293030027,-0.245746334,-0.236084247,-0.233550785,-0.14571484,-0.196274685,-0.176154841
-0.302199957,-0.264408849,-0.26344606,-0.225499567,-0.129344146,-0.218603823,-0.184444607,-0.400484757,-0.286025939,-0.262154303,-0.264765024,-0.257552797,-0.217472884,-0.189656209,-0.172050238,-0.234750079
-0.185400034,-0.233617404,-0.216261592,-0.294321116,-0.145078516,-0.188439498,-0.187411396,-0.491166533,-0.236655833,-0.221703149,-0.234437704,-0.200712279,-0.281378593,-0.226377455,-0.22016584,-0.232771618
-0.235227571,-0.237826184,-0.272466945,-0.121090289,-0.217013345,-0.195811136,-0.215733069,-0.371897249,-0.212907362,-0.237531544,-0.24412445,-0.193490589,-0.312993435,-0.23927637,-0.176405766,-0.202352937
-0.272165997,-0.246570155,-0.229406815,-0.310474371,-0.174506075,-0.199746557,-0.203150593,-0.423658461,-0.301967762,-0.236603355,-0.245500986,-0.225088523,-0.278306396,-0.192580524,-0.211829619,-0.225436667
-0.265286759,-0.243950415,-0.271179511,-0.232969501,-0.061431093,-0.191767604,-0.177908659,-0.509214163,-0.23902626,-0.246181502,-0.211212467,-0.269918359,-0.169631797,-0.211650915,-0.206969979,-0.306160646
-0.292368137,-0.24496237,-0.279770213,-0.156856476,-0.134407306,-0.196622983,-0.21646116,-0.391060525,-0.266780072,-0.293733206,-0.229691636,-0.198553794,-0.210095593,-0.194549423,-0.182955516,-0.233816053
-0.280259152,-0.275618247,-0.258298355,-0.167382986,-0.104651296,-0.175232166,-0.200581974,-0.537654027,-0.259066924,-0.28975386,-0.277073892,-0.231628123,-0.214652597,-0.199501471,-0.169685429,-0.28675175
-0.260714437,-0.241503403,-0.266608746,-0.176114821,-0.141740112,-0.196073444,-0.18236264,-0.49507515,-0.249703091,-0.24043707,-0.283117357,-0.213166444,-0.254453788,-0.200604003,-0.205998113,-0.260507469
-0.231313214,-0.247136222,-0.24498991,-0.306484751,-0.152100192,-0.202801549,-0.202139625,-0.362770156,-0.229495413,-0.240945013,-0.273359046,-0.315490714,-0.250164923,-0.226920352,-0.197062762,-0.192734615
-0.252517352,-0.27727794,-0.228569183,-0.231608713,-0.126286097,-0.173779882,-0.182706278,-0.489191728,-0.243759734,-0.195887126,-0.264551162,-0.246364112,-0.266922704,-0.191280929,-0.180297421,-0.223807464
-0.236051035,-0.242073806,-0.244584709,-0.222067189,-0.090207391,-0.202658371,-0.166538613,-0.447638321,-0.240966565,-0.262342009,-0.249507555,-0.242479859,-0.214610048,-0.198433471,-0.189653679,-0.225586407
-0.190388581,-0.271835329,-0.183313057,-0.365327032,-0.177080904,-0.203188149,-0.218450113,-0.429791048,-0.221951475,-0.234439924,-0.234099236,-0.289135225,-0.246817406,-0.212705963,-0.213138233,-0.280314507
-0.262338533,-0.279837604,-0.237840887,-0.24295911,-0.110871251,-0.200296641,-0.176203366,-0.53119223,-0.246528393,-0.280105792,-0.270958443,-0.29334919,-0.223590275,-0.226463839,-0.189632783,-0.295686267
-0.221533712,-0.248848826,-0.225716641,-0.336969553,-0.170935533,-0.195164958,-0.204559684,-0.328394174,-0.257614355,-0.200816626,-0.284825727,-0.26350198,-0.27741763,-0.177127676,-0.220749841,-0.15506928
-0.237970974,-0.266333466,-0.222225728,-0.252284568,-0.10573718,-0.187155413,-0.193274908,-0.487129741,-0.253929077,-0.237344307,-0.254463917,-0.217329244,-0.212319251,-0.182218179,-0.18870383,-0.279553651
-0.297842081,-0.26776008,-0.242604412,-0.16736283,-0.210457799,-0.233244916,-0.205141634,-0.436968675,-0.286625675,-0.260555254,-0.240844966,-0.191765917,-0.260067963,-0.193474672,-0.190382098,-0.30559653
-0.188811552,-0.237463964,-0.242635619,-0.287448269,-0.1151358,-0.216272548,-0.169153406,-0.412813079,-0.198881201,-0.262956394,-0.224809344,-0.269608221,-0.228757434,-0.2190825,-0.20196873,-0.225394352
-0.226871205,-0.283418516,-0.204966943,-0.275456732,-0.074370493,-0.183290814,-0.170625431,-0.467110795,-0.233943021,-0.244688878,-0.243850867,-0.280626415,-0.21147916,-0.200663409,-0.155138021,-0.220100291
-0.346811847,-0.2641047,-0.294526436,-0.218555201,-0.197231116,-0.235616071,-0.193314711,-0.333330742,-0.294775667,-0.26033772,-0.295228878,-0.299088122,-0.269220106,-0.195850984,-0.202545364,-0.199678095
-0.263314351,-0.279759752,-0.232962939,-0.205279835,-0.181985738,-0.216069904,-0.198289015,-0.429353456,-0.243809148,-0.234740998,-0.241541168,-0.243933954,-0.263800525,-0.20486859,-0.21392314,-0.252018892
-0.23764145,-0.218681778,-0.257341875,-0.32179608,-0.180490525,-0.200012363,-0.207764326,-0.414124475,-0.267017377,-0.266522378,-0.241303344,-0.267504931,-0.270156933,-0.213294954,-0.185780824,-0.223683682
-0.185750646,-0.197233744,-0.252235608,-0.225955354,-0.139653874,-0.196427363,-0.195329172,-0.394756323,-0.234376183,-0.244471683,-0.265104765,-0.179121779,-0.2423823,-0.198078643,-0.190476255,-0.204161751
-0.307572787,-0.267759841,-0.277759279,-0.214632771,-0.167053408,-0.186145937,-0.23924762,-0.487922961,-0.25110188,-0.227966155,-0.249570443,-0.277136495,-0.233056752,-0.179929761,-0.218198275,-0.321758086
